estudiante_skey,id_estudiante,dni,nombre,apellido,genero,fecha_nacimiento,nacionalidad,anio_ingreso,edad_ingreso,egreso_carrera,anio_egreso,abandono_carrera,anio_abandono,nombre_programa,tipo_programa,duracion_programa,anio_plan_programa,facultad_programa,valid_from,valid_to,es_actual,total_inscripciones,es_ingresante_sin_cursada
59077,81366,31683912,Ignacio,Vega,M,2007-10-07,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59203,96339,31708979,Nicolás,Acosta,M,2001-12-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59232,64756,31713640,Iván,Huanca,M,2000-07-20,Paraguaya,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59267,7956,31720938,Gastón,Moreno,M,2007-06-22,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59318,44384,31729209,Santiago,Rojas,M,2001-02-20,Argentina,2020,19,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59471,15017,31762426,Claudio,Carrizo,M,2003-06-26,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59512,89964,31770312,Cristian,Ortega,M,2002-06-01,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59543,53243,31776363,Lucas,Molina,M,2000-10-25,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59546,96473,31776918,Fernando,Peralta,M,2005-01-24,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59550,13641,31777164,Ignacio,García,M,2000-01-13,Argentina,2020,20,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59717,64791,31807210,Cristian,Silva,M,1997-01-01,Boliviana,2020,23,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59751,81126,31815192,Iván,Acosta,M,2007-01-03,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59833,8493,31828792,Claudio,Ramírez,M,2005-05-01,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59839,18028,31829577,Gonzalo,López,M,2004-10-27,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59895,126084,31839631,Nicolás,Ojeda,M,2002-10-20,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59921,16900,31844641,Sabrina,Mamani,F,2005-12-04,Paraguaya,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59955,77334,31851127,Agustín,Acosta,M,2002-03-03,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
59966,91274,31852755,Ezequiel,Santos,M,2001-11-23,Brasileña,2020,19,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60035,112522,31865181,Damián,Condori,M,2002-08-06,Venezolana,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60052,74792,31867920,Alejandra,Ledesma,F,2000-03-10,Argentina,2021,21,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60138,85005,31882133,Julián,Ruiz,M,2006-03-22,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60149,44208,31883808,Damián,Pérez,M,2004-11-04,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60184,51224,31891321,Rodrigo,Villalba,M,2007-01-19,Venezolana,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60192,108473,31893356,Daniela,Fuentes,F,2006-02-14,Uruguaya,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60291,46605,31913500,Paola,Ramos,F,2004-03-29,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60292,126783,31913765,Alejandro,Oliveira,M,2003-03-28,Brasileña,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60317,76483,31918194,Diego,Acosta,M,2005-04-08,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60372,127643,31927192,Maximiliano,Carrizo,M,2006-10-08,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60402,50326,31932270,Luciana,Ortega,F,2007-03-19,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60429,86880,31937796,Vanesa,Álvarez,F,2003-01-05,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60486,110939,31949008,Federico,Cruz,M,2003-07-11,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60543,7402,31957520,Emilio,Flores,M,2002-09-28,Argentina,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60558,94033,31960735,Emilio,Peralta,M,2005-03-19,Argentina,2020,15,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60629,124141,31973134,Gonzalo,Díaz,M,2003-04-21,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60711,112000,31992573,Lucas,Herrera,M,2000-10-11,Argentina,2020,20,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60741,3641,31998758,Claudio,Ríos,M,2007-01-29,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60794,58470,32010477,Rodrigo,Vargas,M,2005-05-07,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60798,61934,32011871,Damián,Molina,M,2002-11-29,Argentina,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60904,920,32029633,Cristian,Gómez,M,2003-09-12,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60932,122045,32033276,Sergio,Ramos,M,2004-09-15,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
60975,26466,32044524,Mariela,Vera,F,2007-04-05,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61095,76760,32063699,Federico,Gómez,M,2006-09-27,Argentina,2021,15,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61144,10818,32073849,Julián,Núñez,M,2004-07-07,No especificado,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61223,129053,32086995,Pablo,Acosta,M,2000-06-09,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61266,13597,32094932,Fernando,Fuentes,M,2003-12-28,Peruana,2021,18,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61302,117620,32101483,Carolina,Gómez,F,2006-03-08,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61352,110090,32113152,Leandro,Apaza,M,1999-06-03,Venezolana,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61455,36529,32130861,Lucas,Flores,M,2001-03-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61492,35357,32136987,Sofía,Huanca,F,2004-09-16,Paraguaya,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61510,59205,32141325,Andrea,Sánchez,F,2005-01-16,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61585,105883,32155615,Sebastián,Gómez,M,2004-11-21,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61606,11851,32159740,Cristian,Suárez,M,2000-02-02,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61616,52675,32163146,Agustín,Acosta,M,2006-06-05,Argentina,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61677,64446,32170956,Matías,González,M,2007-12-07,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61697,112822,32174652,Federico,Giménez,M,2001-09-16,Paraguaya,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61714,50599,32177031,Gonzalo,Fernández,M,2000-01-01,Argentina,2020,20,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61721,35096,32178999,Alejandra,Morales,F,2001-11-19,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61790,11774,32194430,Rodrigo,Castro,M,2006-04-24,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61840,76099,32205270,Emilio,Rodríguez,M,2007-08-01,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61857,59173,32208485,Maximiliano,Núñez,M,2002-06-03,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61940,94424,32222374,Martín,Torres,M,2004-10-19,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61952,28065,32225493,Fernando,Mendoza,M,2005-05-30,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
61998,16672,32234439,Leandro,Molina,M,2004-04-25,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62004,3721,32235210,Matías,Torres,M,1998-02-24,Argentina,2020,22,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62091,24017,32256878,Ezequiel,Vargas,M,2001-05-14,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62093,19602,32257096,Emilio,Carrizo,M,2002-04-11,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62131,101405,32262139,Maximiliano,Reyes,M,1999-07-23,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62160,46340,32266766,Rodrigo,González,M,2000-10-30,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62171,113651,32268747,Hernán,Castro,M,2003-02-25,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62323,73738,32300503,Agustín,Rojas,M,2001-10-04,Argentina,2021,20,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62345,105308,32304529,Claudia,Vega,F,2004-11-25,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62356,75087,32306619,Rodrigo,González,M,2007-08-17,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62374,7470,32310116,Agustín,García,M,2005-02-23,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62432,7540,32322758,Pablo,Ramos,M,2005-12-06,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62438,119035,32324542,Federico,Ruiz,M,2005-07-20,Argentina,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62458,19769,32327349,Julián,Fuentes,M,2007-10-14,No especificado,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62512,16832,32338508,Ezequiel,Sánchez,M,2003-10-19,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62552,69639,32344696,Florencia,Morales,F,1999-09-22,Argentina,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62555,60059,32345197,Fernando,Acosta,M,2000-03-06,No especificado,2020,20,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62565,85724,32348483,Ramiro,Martínez,M,2001-07-05,Argentina,2020,19,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62576,63675,32349816,Lucas,García,M,2007-01-01,No especificado,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62578,98502,32349905,Diego,Oliveira,M,2004-07-09,Boliviana,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62646,68366,32362636,Luciana,Cabrera,F,2003-01-07,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62669,14437,32367268,Nicolás,Romero,M,2003-03-25,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62713,129500,32376340,Federico,Cabrera,M,2006-04-10,Argentina,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62758,100193,32383739,Nicolás,Huanca,M,2005-03-10,Uruguaya,2020,15,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62866,109235,32403327,Gonzalo,Flores,M,2007-10-31,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62869,50457,32403867,Federico,Cruz,M,2001-05-20,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62881,112185,32406153,Sergio,González,M,2003-06-26,Argentina,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62884,5502,32406961,Federico,Torres,M,2002-07-07,Argentina,2020,18,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62886,44275,32407628,Damián,Medina,M,2002-11-18,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
62990,6605,32430520,Hernán,Cruz,M,2005-07-06,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63015,67591,32436003,Sergio,Moreno,M,2007-08-13,No especificado,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63048,45022,32441614,Paola,Ortega,F,2004-12-23,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63088,120284,32449429,Damián,Morales,M,2004-03-10,No especificado,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63252,126866,32480600,Tomás,Molina,M,2002-02-13,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63281,107037,32485192,Gastón,Acosta,M,2000-01-29,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63306,55190,32490102,Camila,García,F,2007-02-19,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63313,108013,32490807,Lucas,Vargas,M,2005-01-28,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63337,39625,32494880,Leandro,Carrizo,M,2004-06-13,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63380,27809,32501962,Damián,Flores,M,2001-10-19,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63384,79689,32502831,Alejandro,Martínez,M,2004-03-23,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63446,57306,32514785,Martín,Sánchez,M,2004-08-15,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63450,126389,32515087,Sergio,Díaz,M,2004-11-22,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63498,40970,32525410,Cristian,Vargas,M,2003-02-14,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63521,113224,32530710,Claudio,Álvarez,M,2002-10-24,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63606,98921,32547550,Gabriela,Ortega,F,2006-04-21,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63618,19884,32550837,Leandro,Fuentes,M,2006-01-25,Brasileña,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63698,31741,32563710,Alejandra,González,F,1997-06-19,Argentina,2020,23,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63711,688,32567330,Damián,Díaz,M,2005-06-26,Argentina,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63832,55791,32594793,Sebastián,Díaz,M,2003-10-22,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63835,99637,32595096,Rodrigo,Reyes,M,2007-07-19,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63849,13682,32597653,Agustín,Medina,M,2003-10-24,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63863,28598,32600407,Cristian,Díaz,M,2000-03-10,Chilena,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63949,11628,32617617,Ignacio,Morales,M,1999-07-10,Argentina,2020,21,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
63994,45719,32626730,Ramiro,Molina,M,2003-12-07,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64045,125800,32637453,Maximiliano,García,M,2007-02-22,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64049,57161,32638055,Florencia,Silva,F,2001-10-19,Boliviana,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64099,120652,32648580,Diego,Pereira,M,2007-05-03,Boliviana,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64117,72586,32652021,Nicolás,Díaz,M,2001-04-14,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64124,121382,32653218,Pablo,Díaz,M,2000-10-11,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64153,3021,32658454,Maximiliano,Fernández,M,2002-11-25,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64178,3652,32663222,Andrea,Lima,F,2005-05-03,Paraguaya,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64225,29618,32672541,Agustín,Rojas,M,2003-10-14,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64234,9686,32674681,Tomás,Sánchez,M,2007-01-01,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64240,98367,32675121,Julián,Gómez,M,2001-02-09,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
64253,44079,32677424,Cecilia,Vera,F,2006-05-19,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
